set_id,set_number,set_name,theme,release_year,msrp_usd,start_date,end_date,observation_months,start_price_usd,price_12m_usd,price_24m_usd,roi_12m_pct,roi_24m_pct,annualized_roi_pct,max_drawdown_pct,win_12m,win_24m,source_dataset,pattern_tags
31021,,Furry Creatures,Creator,2014,19.9900,2018-01-01,2019-04-01,16,25.2700,29.8000,,17.9264,,,-23.6686,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
31022,,Turbo Quad,Creator,2014,24.9900,2018-01-01,2019-04-01,16,20.0000,22.5300,,12.6500,,,-7.3631,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
31023,,Yellow Racers,Creator,2014,29.9900,2018-01-01,2019-04-01,16,23.0000,22.2000,,-3.4783,,,-24.5349,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
31024,,Roaring Power,Creator,2014,29.9900,2018-01-01,2019-04-01,16,31.9300,26.8000,,-16.0664,,,-31.4573,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
31025,,Mountain Hut,Creator,2014,39.9900,2018-01-01,2019-04-01,16,41.8700,47.2000,,12.7299,,,-47.2907,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
31026,,Bike Shop & Cafe,Creator,2014,89.9900,2018-01-01,2019-04-01,16,93.2500,87.0700,,-6.6273,,,-24.0751,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40000,,Cool Santa Set,Seasonal,2009,9.9900,2018-01-01,2019-04-01,16,29.2500,22.2500,,-23.9316,,,-24.7863,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40001,,Santa Claus,Seasonal,2009,4.9900,2018-01-01,2019-04-01,16,17.5000,13.4500,,-23.1429,,,-23.1429,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40002,,Xmas Tree,Seasonal,2009,4.9900,2018-01-01,2019-04-01,16,10.8000,12.6400,,17.0370,,,-5.8326,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40003,,Snowman,Seasonal,2009,4.9900,2018-01-01,2019-04-01,16,10.8000,11.5000,,6.4815,,,-1.4774,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40004,,Heart,Seasonal,2010,4.9900,2018-01-01,2019-04-01,16,30.5000,23.8000,,-21.9672,,,-21.9672,0,,mendeley_whole_2018_2019,"[""adult_display""]"
40005,,Bunny,Seasonal,2010,9.9900,2018-01-01,2019-04-01,16,15.8300,14.0700,,-11.1181,,,-12.8253,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40008,,Snowman Building Set,Seasonal,2010,4.9900,2018-01-01,2019-04-01,16,18.2500,14.1400,,-22.5205,,,-27.2877,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40009,,Holiday Building Set,Seasonal,2010,4.9900,2018-01-01,2019-04-01,16,12.2500,11.9100,,-2.7755,,,-10.2041,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40010,,Santa with Sleigh Building Set,Seasonal,2010,4.9900,2018-01-01,2019-04-01,16,14.0700,12.4000,,-11.8692,,,-12.6761,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40011,,Thanksgiving Turkey,Seasonal,2010,4.9900,2018-01-01,2019-04-01,16,12.2000,14.6000,,19.6721,,,-2.2603,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40012,,Halloween Pumpkin,Seasonal,2010,1.9900,2018-01-01,2019-04-01,16,10.2000,9.8600,,-3.3333,,,-14.6491,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40013,,Halloween Ghost,Seasonal,2010,1.9900,2018-01-01,2019-04-01,16,14.8600,12.5300,,-15.6797,,,-17.4293,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40014,,Halloween Bat,Seasonal,2010,1.9900,2018-01-01,2019-04-01,16,12.6700,12.7100,,0.3157,,,-2.8414,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40015,,Heart Book,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,17.4500,19.2000,,10.0287,,,-2.0833,0,,mendeley_whole_2018_2019,"[""adult_display""]"
40016,,Valentine Letter Set,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,14.8700,8.8700,,-40.3497,,,-40.3497,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40017,,Easter Basket,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,21.5300,23.7300,,10.2183,,,-13.1102,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40018,,Easter Bunny,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,20.8900,21.6700,,3.7338,,,-4.1150,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40019,,Brickley The Sea Serpent,Seasonal,2011,3.9900,2018-01-01,2019-04-01,16,9.4600,10.9300,,15.5391,,,-4.3238,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40020,,Halloween Set,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,11.6700,13.6700,,17.1380,,,-3.2555,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40021,,Spider Set,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,12.6000,12.2000,,-3.1746,,,-7.0830,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40022,,Mini Santa Set,Seasonal,2011,4.9900,2018-01-01,2019-04-01,16,15.2000,15.1400,,-0.3947,,,-2.1053,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40023,,Holiday Stocking,Seasonal,2011,3.9900,2018-01-01,2019-04-01,16,14.2900,12.8000,,-10.4269,,,-13.5059,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40024,,Christmas Tree,Seasonal,2011,3.9900,2018-01-01,2019-04-01,16,10.6700,12.9300,,21.1809,,,-5.1667,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
40025,,New York Taxi,Creator,2012,4.9900,2018-01-01,2019-04-01,16,13.1500,12.6000,,-4.1825,,,-5.1919,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40026,,Statue Of Liberty,Creator,2012,4.9900,2018-01-01,2019-04-01,16,11.7300,12.0700,,2.8986,,,-15.6893,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40028,,Mini Hogwarts Express,Harry Potter,2011,3.9900,2018-01-01,2019-04-01,16,16.3300,15.0000,,-8.1445,,,-24.4948,0,,mendeley_whole_2018_2019,"[""franchise_power"", ""adult_display""]"
40029,,Valentine’s Day Box,Seasonal,2012,4.9900,2018-01-01,2019-04-01,16,21.0000,18.1300,,-13.6667,,,-17.3174,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40030,,Duck with Ducklings,Seasonal,2012,4.9900,2018-01-01,2019-04-01,16,18.7100,12.2700,,-34.4201,,,-34.4201,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40031,,Bunny and Chick,Seasonal,2012,4.9900,2018-01-01,2019-04-01,16,13.0000,12.4700,,-4.0769,,,-8.3088,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40032,,Witch,Miscellaneous,2012,4.9900,2018-01-01,2019-04-01,16,8.9300,6.4700,,-27.5476,,,-31.1957,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40033,,Turkey,Miscellaneous,2012,4.9900,2018-01-01,2019-04-01,16,14.3300,16.2700,,13.5380,,,-7.8856,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40034,,Christmas Train,Miscellaneous,2012,4.9900,2018-01-01,2019-04-01,16,13.2700,12.3300,,-7.0836,,,-23.1349,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40035,,Rocking Horse,Miscellaneous,2012,4.9900,2018-01-01,2019-04-01,16,11.2700,8.8700,,-21.2955,,,-25.4658,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40048,,Birthday Cake,Seasonal,2012,3.9900,2018-01-01,2019-04-01,16,7.4000,8.7300,,17.9730,,,-15.5794,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40051,,Valentine’s Day Heart Box,Seasonal,2013,4.9900,2018-01-01,2019-04-01,16,21.8700,22.2000,,1.5089,,,-10.3448,0,,mendeley_whole_2018_2019,"[""adult_display""]"
40052,,Springtime Scene,Seasonal,2013,7.9900,2018-01-01,2019-04-01,16,12.2000,12.9300,,5.9836,,,-14.1104,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40053,,Easter Bunny with Basket,Seasonal,2013,4.9900,2018-01-01,2019-04-01,16,20.2000,16.0000,,-20.7921,,,-23.0390,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40054,,Summer Scene,Seasonal,2013,4.9900,2018-01-01,2019-04-01,16,19.4000,18.2700,,-5.8247,,,-5.8247,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40055,,Halloween Pumpkin,Seasonal,2013,4.9900,2018-01-01,2019-04-01,16,16.8000,16.5300,,-1.6071,,,-25.2773,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40056,,Thanksgiving Feast,Seasonal,2013,7.9900,2018-01-01,2019-04-01,16,23.4700,21.2000,,-9.6719,,,-16.7874,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40057,,Fall Scene,Seasonal,2013,7.9900,2018-01-01,2019-04-01,16,20.2000,15.8000,,-21.7822,,,-29.0594,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40058,,Decorating the Tree,Seasonal,2013,7.9900,2018-01-01,2019-04-01,16,13.5300,18.2700,,35.0333,,,-17.5151,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
40059,,Santa Sleigh,Seasonal,2013,7.9900,2018-01-01,2019-04-01,16,24.9300,25.2700,,1.3638,,,-15.4834,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40076,,Zombie Car,Monster fighters,2012,3.9900,2018-01-01,2019-04-01,16,21.6700,20.2000,,-6.7836,,,-23.3964,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40077,,Geoffrey,Miscellaneous,2013,4.9900,2018-01-01,2019-04-01,16,9.2700,12.7300,,37.3247,,,-39.4828,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
40085,,Teddy Bear,Seasonal,2014,9.9900,2018-01-01,2019-04-01,16,23.0700,24.2700,,5.2016,,,-11.1804,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40086,,Easter Bunny,Seasonal,2014,9.9900,2018-01-01,2019-04-01,16,25.1300,13.6700,,-45.6029,,,-51.4042,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40090,,Halloween Bat,Seasonal,2014,9.9900,2018-01-01,2019-04-01,16,11.7300,10.6700,,-9.0367,,,-35.7307,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40091,,Turkey,Seasonal,2014,9.9900,2018-01-01,2019-04-01,16,23.8700,23.0000,,-3.6447,,,-30.2632,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40092,,Reindeer,Seasonal,2014,9.9900,2018-01-01,2019-04-01,16,20.0000,18.5300,,-7.3500,,,-13.0435,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40093,,Snowman,Seasonal,2014,9.9900,2018-01-01,2019-04-01,16,19.8700,21.5300,,8.3543,,,-26.8747,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40106,,Elves’ Workshop,Seasonal,2014,3.9900,2018-01-01,2019-04-01,16,26.4000,27.2000,,3.0303,,,-19.8881,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40107,,Ice Skating,Seasonal,2014,3.9900,2018-01-01,2019-04-01,16,18.2500,17.0700,,-6.4658,,,-29.8397,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40108,,Balloon Cart,Creator,2014,4.9900,2018-01-01,2019-04-01,16,18.0700,16.5300,,-8.5224,,,-21.0225,0,,mendeley_whole_2018_2019,"[""adult_display""]"
40110,,Coin Bank,City,2014,14.9900,2018-01-01,2019-04-01,16,18.2700,19.6000,,7.2797,,,-13.0049,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40118,,Buildable Brick Box 2x2,Miscellaneous,2014,16.9900,2018-01-01,2019-04-01,16,25.3300,22.8000,,-9.9882,,,-10.4829,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40180,,Bricktober Theater,Miscellaneous,2014,19.9900,2018-01-01,2019-04-01,16,16.2000,20.2700,,25.1235,,,-17.6955,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
40181,,Bricktober Pizza Place,Miscellaneous,2014,19.9900,2018-01-01,2019-04-01,16,22.6000,22.2000,,-1.7699,,,-21.3309,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
40182,,Bricktober Fire Station,Miscellaneous,2014,19.9900,2018-01-01,2019-04-01,16,19.6700,26.8000,,36.2481,,,-4.1197,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
40183,,Bricktober Town Hall,Miscellaneous,2014,19.9900,2018-01-01,2019-04-01,16,37.3300,55.8700,,49.6651,,,-37.0313,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41000,,Water Scooter Fun,Friends,2012,6.9900,2018-01-01,2019-04-01,16,7.0000,8.4700,,21.0000,,,-17.7891,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41001,,Mia’s Magic Tricks,Friends,2012,9.9900,2018-01-01,2019-04-01,16,12.1300,11.4000,,-6.0181,,,-32.2656,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41002,,Emma’s Karate Class,Friends,2012,9.9900,2018-01-01,2019-04-01,16,22.6700,23.4700,,3.5289,,,-16.7622,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41003,,Olivia’s Newborn Foal,Friends,2012,9.9900,2018-01-01,2019-04-01,16,18.8000,21.4700,,14.2021,,,-22.9008,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41004,,Rehearsal Stage,Friends,2012,19.9900,2018-01-01,2019-04-01,16,16.9300,14.0700,,-16.8931,,,-30.9562,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41005,,Heartlake High,Friends,2013,49.9900,2018-01-01,2019-04-01,16,85.5600,92.2700,,7.8424,,,-12.3363,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41006,,Downtown Bakery,Friends,2013,29.9900,2018-01-01,2019-04-01,16,34.1300,34.8000,,1.9631,,,-25.5787,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41007,,Heartlake Pet Salon,Friends,2013,29.9900,2018-01-01,2019-04-01,16,32.0900,36.4700,,13.6491,,,-11.0938,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41008,,Heartlake City Pool,Friends,2013,39.9900,2018-01-01,2019-04-01,16,41.9300,38.4700,,-8.2518,,,-18.3126,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41009,,Andrea’s Bedroom,Friends,2013,9.9900,2018-01-01,2019-04-01,16,14.2900,11.3300,,-20.7138,,,-24.6336,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41010,,Olivia’s Beach Buggy,Friends,2013,9.9900,2018-01-01,2019-04-01,16,13.7300,13.3300,,-2.9133,,,-8.4926,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41011,,Stephanie’s Soccer Practice,Miscellaneous,2012,9.9900,2018-01-01,2019-04-01,16,15.3300,14.0000,,-8.6758,,,-23.8748,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41013,,Emma’s Sports Car,Friends,2013,14.9900,2018-01-01,2019-04-01,16,19.2000,18.4700,,-3.8021,,,-16.6418,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41015,,Dolphin Cruiser,Friends,2013,69.9900,2018-01-01,2019-04-01,16,96.5300,129.6000,,34.2588,,,-20.7455,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41016,,Advent Calendar,Friends,2013,29.9900,2018-01-01,2019-04-01,16,29.7300,26.2700,,-11.6381,,,-13.5855,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41017,,Squirrel’s Tree House,Friends,2013,4.9900,2018-01-01,2019-04-01,16,8.5300,9.0700,,6.3306,,,-6.7644,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41018,,Cat’s Playground,Miscellaneous,2012,4.9900,2018-01-01,2019-04-01,16,9.7300,10.6700,,9.6608,,,-7.4588,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41019,,Turtle’s Little Oasis,Miscellaneous,2013,4.9900,2018-01-01,2019-04-01,16,9.6000,9.7300,,1.3542,,,-27.3758,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41020,,Hedgehog’s Hideaway,Miscellaneous,2013,4.9900,2018-01-01,2019-04-01,16,6.2700,6.2700,,0.0000,,,-14.1443,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41021,,Poodle’s Little Palace,Miscellaneous,2013,4.9900,2018-01-01,2019-04-01,16,6.0700,5.8700,,-3.2949,,,-31.2125,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41022,,Bunny’s Hutch,Miscellaneous,2013,4.9900,2018-01-01,2019-04-01,16,9.6000,7.4700,,-22.1875,,,-35.0515,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41023,,Fawn’s Forest,Friends,2013,4.9900,2018-01-01,2019-04-01,16,9.1300,5.8700,,-35.7065,,,-38.8542,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41024,,Parrot’s Perch,Friends,2013,4.9900,2018-01-01,2019-04-01,16,7.6700,7.4700,,-2.6076,,,-14.8631,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41025,,Puppy’s Playhouse,Friends,2013,4.9900,2018-01-01,2019-04-01,16,8.4000,10.6700,,27.0238,,,-8.6905,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41026,,Sunshine Harvest,Friends,2014,19.9900,2018-01-01,2019-04-01,16,17.1300,18.2000,,6.2464,,,-21.4897,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41027,,Mia’s Lemonade Stand,Friends,2014,9.9900,2018-01-01,2019-04-01,16,19.0700,20.3300,,6.6072,,,-14.0010,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41028,,Emma’s Lifeguard Post,Friends,2014,9.9900,2018-01-01,2019-04-01,16,11.6000,9.6700,,-16.6379,,,-33.8793,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41029,,Stephanie’s New Born Lamb,Friends,2014,9.9900,2018-01-01,2019-04-01,16,13.0000,9.4000,,-27.6923,,,-31.7692,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41030,,Olivia’s Ice Cream Bike,Friends,2014,9.9900,2018-01-01,2019-04-01,16,13.8000,11.4700,,-16.8841,,,-23.3571,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41031,,Andrea’s Mountain Hut,Friends,2014,9.9900,2018-01-01,2019-04-01,16,11.1300,12.0000,,7.8167,,,-19.0476,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41032,,First Aid Jungle Bike,Friends,2014,14.9900,2018-01-01,2019-04-01,16,14.2000,11.6000,,-18.3099,,,-32.3944,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41033,,Jungle Falls Rescue,Friends,2014,19.9900,2018-01-01,2019-04-01,16,19.0700,21.8000,,14.3157,,,-22.5401,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41034,,Summer Caravan,Friends,2014,29.9900,2018-01-01,2019-04-01,16,35.8700,35.3300,,-1.5054,,,-15.3243,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41035,,Heartlake Juice Bar,Friends,2014,29.9900,2018-01-01,2019-04-01,16,25.3300,25.2000,,-0.5132,,,-11.0939,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41036,,Jungle Bridge Rescue,Friends,2014,29.9900,2018-01-01,2019-04-01,16,27.8700,29.1300,,4.5210,,,-30.9383,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41037,,Stephanie’s Beach House,Friends,2014,39.9900,2018-01-01,2019-04-01,16,56.5300,76.5300,,35.3794,,,-7.5358,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41038,,Jungle Rescue Base,Friends,2014,59.9900,2018-01-01,2019-04-01,16,46.2700,69.8000,,50.8537,,,-27.6562,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41039,,Sunshine Ranch,Friends,2014,69.9900,2018-01-01,2019-04-01,16,88.1300,121.9300,,38.3524,,,-28.8891,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41040,,Friends Advent Calendar,Friends,2014,29.9900,2018-01-01,2019-04-01,16,30.5300,37.3300,,22.2732,,,-16.8031,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
41041,,Turtle’s Little Paradise,Friends,2014,3.9900,2018-01-01,2019-04-01,16,7.7300,7.6000,,-1.6818,,,-15.4982,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41042,,Tiger’s Beautiful Temple,Friends,2014,3.9900,2018-01-01,2019-04-01,16,9.6000,6.8000,,-29.1667,,,-37.5000,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41043,,Penguin’s Playground,Friends,2014,3.9900,2018-01-01,2019-04-01,16,12.2700,11.1300,,-9.2910,,,-19.2688,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41044,,Macaw’s Fountain,Friends,2014,3.9900,2018-01-01,2019-04-01,16,5.7300,6.3300,,10.4712,,,-12.3055,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41045,,Orangutan’s Banana Tree,Friends,2014,3.9900,2018-01-01,2019-04-01,16,7.0000,7.6700,,9.5714,,,-20.6825,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41046,,Brown Bear’s River,Friends,2014,3.9900,2018-01-01,2019-04-01,16,13.8700,15.7300,,13.4102,,,-34.1745,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41047,,Seal’s Little Rock,Friends,2014,3.9900,2018-01-01,2019-04-01,16,6.9200,6.4700,,-6.5029,,,-18.8462,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41049,,Panda’s Bamboo,Friends,2014,3.9900,2018-01-01,2019-04-01,16,12.2100,11.2000,,-8.2719,,,-17.5579,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41050,,Ariel’s Amazing Treasures,Disney princess,2014,12.9900,2018-01-01,2019-04-01,16,24.0700,19.9300,,-17.1998,,,-42.0095,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
41051,,Merida’s Highland Games,Disney princess,2014,19.9900,2018-01-01,2019-04-01,16,35.8000,42.4700,,18.6313,,,-19.4438,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
41052,,Ariel’s Magical Kiss,Disney princess,2014,29.9900,2018-01-01,2019-04-01,16,51.8000,44.0700,,-14.9228,,,-48.3691,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
41053,,Cinderella’s Dream Carriage,Disney princess,2014,29.9900,2018-01-01,2019-04-01,16,26.7000,19.0000,,-28.8390,,,-29.7730,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
41054,,Rapunzel’s Creativity Tower,Disney princess,2014,39.9900,2018-01-01,2019-04-01,16,80.9500,84.8000,,4.7560,,,-41.9722,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
41055,,Cinderella’s Romantic Castle,Disney princess,2014,69.9900,2018-01-01,2019-04-01,16,84.0700,99.8000,,18.7106,,,-20.4591,0,,mendeley_whole_2018_2019,"[""franchise_power""]"
41056,,Heartlake News Van,Friends,2014,24.9900,2018-01-01,2019-04-01,16,20.6700,19.8000,,-4.2090,,,-35.1492,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41057,,Heartlake Horse Show,Friends,2014,39.9900,2018-01-01,2019-04-01,16,84.0700,97.8000,,16.3316,,,-8.1084,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41058,,Heartlake Shopping Mall,Friends,2014,109.9900,2018-01-01,2019-04-01,16,147.6000,162.4000,,10.0271,,,-14.9997,0,,mendeley_whole_2018_2019,"[""adult_display""]"
41059,,Jungle Tree House,Friends,2014,29.9900,2018-01-01,2019-04-01,16,50.7300,45.6700,,-9.9744,,,-42.0461,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
41999,,4x4 Crawler Exclusive Edition,Technic,2013,199.9900,2018-01-01,2019-04-01,16,414.0000,379.8000,,-8.2609,,,-10.4795,0,,mendeley_whole_2018_2019,"[""scarcity""]"
42000,,Grand Prix Racer,Technic,2013,129.9900,2018-01-01,2019-04-01,16,182.1300,215.7300,,18.4484,,,-15.5926,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42001,,Mini Off-Roader,Technic,2013,12.9900,2018-01-01,2019-04-01,16,18.3300,19.0700,,4.0371,,,-11.8352,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42002,,Hovercraft,Technic,2013,19.9900,2018-01-01,2019-04-01,16,34.3300,30.8700,,-10.0786,,,-41.4275,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42004,,Mini Backhoe Loader,Technic,2013,24.9900,2018-01-01,2019-04-01,16,37.8000,43.0700,,13.9418,,,-15.8855,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42005,,Monster Truck,Technic,2013,49.9900,2018-01-01,2019-04-01,16,89.9300,54.4000,,-39.5085,,,-39.5085,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42006,,Excavator,Technic,2013,79.9900,2018-01-01,2019-04-01,16,127.4700,123.4700,,-3.1380,,,-11.4565,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42007,,Moto Cross Bike,Technic,2013,39.9900,2018-01-01,2019-04-01,16,94.8000,73.7300,,-22.2257,,,-27.0042,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42008,,Service Truck,Technic,2013,129.9900,2018-01-01,2019-04-01,16,156.6700,134.2000,,-14.3422,,,-25.5363,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42009,,Mobile Crane MK II,Technic,2013,219.9900,2018-01-01,2019-04-01,16,331.8800,349.6000,,5.3393,,,-16.5093,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42010,,Off-road Racer,Technic,2013,19.9900,2018-01-01,2019-04-01,16,33.2000,28.8700,,-13.0422,,,-37.2917,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42011,,Race Car,Technic,2013,19.9900,2018-01-01,2019-04-01,16,49.1300,35.6700,,-27.3967,,,-34.2600,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42020,,Twin Rotor Helicopter,Technic,2014,12.9900,2018-01-01,2019-04-01,16,26.1300,30.5300,,16.8389,,,-33.1420,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42021,,Snowmobile,Technic,2014,19.9900,2018-01-01,2019-04-01,16,26.5300,34.5300,,30.1545,,,-26.5796,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
42022,,Hot Rod,Technic,2014,39.9900,2018-01-01,2019-04-01,16,44.8700,43.6700,,-2.6744,,,-26.7439,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42023,,Construction Crew,Technic,2014,69.9900,2018-01-01,2019-04-01,16,89.4700,99.1300,,10.7969,,,-9.0790,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42024,,Container Truck,Technic,2014,79.9900,2018-01-01,2019-04-01,16,94.4700,105.8700,,12.0673,,,-12.0038,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42025,,Cargo Plane,Technic,2014,139.9900,2018-01-01,2019-04-01,16,178.9300,156.6700,,-12.4406,,,-24.7114,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
42026,,Black Champion Racer,Technic,2014,19.9900,2018-01-01,2019-04-01,16,26.7300,34.2000,,27.9461,,,-31.9018,1,,mendeley_whole_2018_2019,"[""general_collectible""]"
42027,,Desert Racer,Technic,2014,19.9900,2018-01-01,2019-04-01,16,33.4700,38.4000,,14.7296,,,-38.4523,0,,mendeley_whole_2018_2019,"[""general_collectible""]"
